Script started on 2025-11-15 10:23:10+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 2533842   153941   113701   94.27%           27      59240
 2612386   159342    82521   94.25%           27      59182
 2664538   138347    55259   95.06%           27      58999
 2117630   204305    80465   91.20%           27      58935
 2609927   166127    51936   94.02%           27      59247
 2379395   151293    85938   94.02%           27      59275
 2540673   152440    60679   94.34%           27      59379
 2419594   148456   105235   94.22%           27      59347
 2421762   171505    96749   93.39%           27      59094
 2672342   132803    75201   95.27%           26      59260
 2504575   149645   101167   94.36%           26      59179
 2413095   163253    81979   93.66%           26      59226
 2504817   178474    58066   93.35%           26      59401
 2190869   182320    82049   92.32%           26      59181
 2512655   155102    56240   94.19%           26      59386
 2600582   139598    79192   94.91%           26      59354
 2430339   163429    69190   93.70%           26      59294
 2474837   151425   103787   94.23%           26      59362
 2562473   163384    82301   94.01%           26      59206
 2761838   136973    76025   95.27%           26      59377
 2609866   151950   103109   94.50%           25      59207
 2790669   152891    66310   94.81%           25      59464
 2853322   113371    61647   96.18%           25      59263
 2283035   210012    77217   91.58%           25      59237
 2663525   168617    44207   94.05%           25      59462
 2575358   144210    77255   94.70%           25      59324
 2506967   163482    62139   93.88%           25      59238
 2809113   131612    78112   95.52%           25      59375
 2477131   159566   110900   93.95%           25      59376
  847844   138940    92000   85.92%           25      59272
  574049   115439    91288   83.26%           25      59323
  381700   123240    66839   75.59%           25      59240
  321565   157595    89053   67.11%           25      59176
  350686   135608    88690   72.11%           25      59243
  201275   125285    94784   61.63%           25      59180
  199997   149516   117512   57.22%           25      59100
  223433   126028    89888   63.94%           25      59399
  277360   119850    90202   69.83%           25      59405
  255214   116078    86244   68.74%           24      59452
  148945   107375    88528   58.11%           24      59469
  365217   114074    86277   76.20%           24      59427
  220211   108274    90225   67.04%           24      59450
  243296   103512    85749   70.15%           24      59233
  228393   101221    93133   69.29%           23      59372
  255644   104601    87602   70.96%           23      59326
  191758   105293    91309   64.55%           23      59396
  167368   101123    90770   62.34%           23      59412
  178273   101130    89028   63.80%           23      59252
  212165   102146    84483   67.50%           22      59204
  151369   104801    89461   59.09%           22      59402
  220760   107068    91815   67.34%           22      59457
  172899   107476    88709   61.67%           22      59417
  185420   103927    83120   64.08%           22      59292
  186578   101199    84413   64.83%           21      59256
  150077   101104    83450   59.75%           21      59381
  155742   103030    83845   60.19%           21      59219
  128757   102623    86108   55.65%           21      59340
  106944   103980    85326   50.70%           21      59356
  186179   101292    86250   64.76%           20      59227
  197913   101189    88765   66.17%           20      59288
  244720    53599    40306   82.03%           20      59146
  179821    23991    13063   88.23%           20      58980
   90216    21238    14181   80.94%           20      58960
   50504    83929    70944   37.57%           20      53440
   54205    80964    38045   40.10%           20      53770
   45640    74683    37066   37.93%           20      54007
   46712    74086    39434   38.67%           20      54315
   46147    71544    38761   39.21%           20      54609
       0   545712   248412    0.00%           20      56959
       0   615229   318868    0.00%           20      59487
       0   522200   273582    0.00%           19      59379
       0   364300   204936    0.00%           19      58200
       0   340492   154157    0.00%           19      55283
   22371   602547   217968    3.58%           19      55662
   54182   658671   241485    7.60%           19      57922
   69293   661285   243251    9.48%           19      59304
  232457   462964   144025   33.43%           20      57040
   67400   638921   232626    9.54%           20      59071
   46269   595445   224029    7.21%           20      59272
   54009   586795   228360    8.43%           20      59323
   13521   575865   230686    2.29%           20      59281
   17924   593106   248578    2.93%           21      59144
   38810   589286   236352    6.18%           21      59297
   22202   567305   220033    3.77%           21      59073
   15413   512768   202088    2.92%           21      58340
       0   574383   229862    0.00%           21      58616
   86457   631649   230834   12.04%           21      59468
  147463   527300   184307   21.85%           22      59124
   29541   558882   211428    5.02%           22      59450
  101879   474851   167857   17.66%           22      59230
  160355   565394   201950   22.10%           22      59105
  175505   547499   182562   24.27%           22      58924
  212211   562971   178564   27.38%           23      59084
  283670   609459   193471   31.76%           23      59375
  321071   535909   172433   37.47%           23      59047
  810096   528314   121644   60.53%           23      59303
 1044046   464226    89094   69.22%           24      58744
 1246142   425328    82093   74.55%           24      57821
 1617333   394900    43459   80.38%           24      57121
 1633360   348410    75341   82.42%           24      55930
 1767481   324462    59046   84.49%           24      54261
 1943853   287406    64389   87.12%           24      53400
 1882786   295803    68940   86.42%           24      54307
 2167929   254715    70452   89.49%           24      55373
 2017619   282942   102512   87.70%           24      56794
 2133577   252988    74042   89.40%           24      57487
 2273442   238512    93577   90.50%           24      58704
 2215870   246693    89054   89.98%           24      59126
 2378601   215097    66926   91.71%           24      59281
 2201361   208947    79885   91.33%           24      58838
 1802159   317970    58901   85.00%           24      59226
 1991905   244728    72321   89.06%           24      59277
 1960862   255234    74130   88.48%           24      59377
 2199991   212302    83707   91.20%           24      59375
 1999546   230783   108305   89.65%           24      59236
 2263032   222373    66313   91.05%           24      59531
 2253582   207121    89407   91.58%           24      59356
 2090163   235757    97390   89.86%           24      59286
 2305218   192077    56778   92.31%           24      59541
 1961256   268080    68486   87.97%           24      59407
 1997618   265475    59228   88.27%           24      59216
 2222120   207087    62101   91.48%           24      59424
 2029871   219437    77926   90.24%           24      59454
 2210610   196785    76329   91.83%           24      59394
 2040658   227540   113823   89.97%           24      59512
 2284037   212707    73463   91.48%           24      59504
 2462212   189930    74223   92.84%           24      59510
 2227731   196882    96877   91.88%           24      59328
 2486380   193983    65801   92.76%           24      59415
 2386376   170597    69755   93.33%           24      59379
 2123535   261068    73248   89.05%           24      59496
 2301382   231754    42826   90.85%           24      59461
 2152545   209485    81161   91.13%           24      59456
 2230324   213123    72382   91.28%           24      59554
 2316875   190466    96145   92.40%           24      59404
 2221173   211978    96455   91.29%           24      59150
 2465450   170666    76210   93.53%           24      59603
 2318365   194938   109808   92.24%           24      59465
 2465681   200459    72047   92.48%           24      59510
 2550494   138863    48967   94.84%           24      59454
 2091971   254652    75993   89.15%           24      59509
 2198002   228983    55400   90.57%           24      59496
 2313124   183600    72330   92.65%           24      59436
 2288464   200950    67609   91.93%           24      59219
 2419361   177740    80205   93.16%           24      59340
 2199111   194483   106132   91.87%           24      59377
 2445115   192988    69536   92.68%           24      59507
 2584242   172577    86791   93.74%           24      59415
 2466592   175163    99284   93.37%           24      59409
 2542279   181873    71389   93.32%           24      59535
 2139130   168625    50757   92.69%           24      59490
 2061197   226701    77319   90.09%           24      59353
 2440975   193035    46411   92.67%           24      59579
 2411594   178997    78036   93.09%           24      59435
 2395490   187988    64194   92.72%           24      59575
 2410165   181329    98411   93.00%           24      59635
 2161362   183920    89376   92.16%           24      59263
   38277   107975    91571   26.17%           24      59643
   53759    90401    71175   37.29%           24      59469
   81225   119340    79762   40.50%           24      59441
   73046   124099    90591   37.05%           24      59671
    8942   109357    85221    7.56%           24      59568
   51392   111469    86814   31.56%           24      59638
   18522   108005    84439   14.64%           24      59661
   20235   110826    84403   15.44%           24      59597
    8491   101391    94050    7.73%           24      59629
   11137   108384    86253    9.32%           24      59587
   31359   106947    85724   22.67%           24      59580
   10889   113910    85890    8.73%           24      59542
   35892   111040    87814   24.43%           24      59645
   44894   110765    84668   28.84%           24      59492
       0   106231    83748    0.00%           23      59628
   36979   105276    84436   25.99%           23      59495
    8399   109030    86494    7.15%           23      59628
   70855   110723    85092   39.02%           22      59448
   26147   104970    83744   19.94%           22      59525
    7410   100018    86822    6.90%           22      59535
   16740    98831    87686   14.48%           22      59494
    7876    99994    85538    7.30%           22      59629
     311   100137    84427    0.31%           22      59517
   75995   102144    88384   42.66%           22      59541
   25100    81501    70300   23.55%           22      59620
   61183    26865    14641   69.49%           22      59395
   24788    21275    11646   53.81%           22      58500
   16181    70601    40657   18.65%           22      55580
       0    62405    39158    0.00%           22      55849
       0    46723    40512    0.00%           22      55998
    8989    57407    39964   13.54%           22      56246
     821    57385    39771    1.41%           22      56435
       0    54167    42381    0.00%           22      56680
   33459    64600    39134   34.12%           22      56952
    2933    65076    39260    4.31%           22      57224
       0    49944    39278    0.00%           22      57409
    2025    64017    40787    3.07%           22      57683
     234    60311    40427    0.39%           22      57942
       0    54279    43023    0.00%           22      58128
       0    54847    42647    0.00%           22      58391
    5139    55434    38938    8.48%           23      58563
       0    50280    41444    0.00%           23      58817
    6319    50040    41262   11.21%           23      58974
   34260    63375    42776   35.09%           23      59255
   46826    66582    40829   41.29%           23      59539
    1188    64936    39569    1.80%           23      59583
       0   475714   242221    0.00%           22      59501
       0   526473   286361    0.00%           22      59410
       0   528642   291775    0.00%           22      59420
       0   526130   285393    0.00%           22      59416
       0   305850   179593    0.00%           22      58648
       0   220764    85327    0.00%           22      54871
       0   319275   141206    0.00%           22      51926
       0   647979   270645    0.00%           22      54951
       0   612803   284652    0.00%           22      58120
       0   393263   194153    0.00%           23      58772
       0   315566   117220    0.00%           23      56903
       0   662550   245765    0.00%           24      59000
