Script started on 2025-11-15 12:11:33+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
  905400   114248    58779   88.80%           24      15304
 1607976    94410    56378   94.45%           24      15208
 1584987    91888    48578   94.52%           24      15670
 1314931    70275    34196   94.93%           24      12069
 1417996    92539    63226   93.87%           24      11402
 1389289   123102   105426   91.86%           24      11926
 1657926   105880    67573   94.00%           24      11443
 2248662    70888    62660   96.94%           24      11710
 2216295    66872    63152   97.07%           24      12030
 2187901    62350    62210   97.23%           24      12330
 1728412   110796   100278   93.98%           24      12496
 2058306    75059    64413   96.48%           25      12849
 2608931    51372    56292   98.07%           25      13098
 2112660    70284    51726   96.78%           25      13366
  751666   125072    43486   85.73%           25      13945
  984757    97772    44477   90.97%           25      14349
 1408082    98869    64899   93.44%           25      14845
 1254698   101478    63393   92.52%           25      12334
 2518702    53822    41607   97.91%           25      12550
 2450633    40483    36961   98.37%           27      12728
 2484264    34041    36271   98.65%           27      12951
 2250643    41182    47999   98.20%           27      13185
 1713897   129373    98556   92.98%           27      13101
 1678617   148274   150815   91.88%           27      14180
 1869805   118140   114399   94.06%           27      14543
 1703716   138670   137456   92.47%           27      15591
 1802947   130159   126430   93.27%           27      16023
  974999   164098    94019   85.59%           27      15875
  480141   139375    75921   77.50%           27      16570
  768973   108960    61690   87.59%           27      16896
  802515   148892    95381   84.35%           27      17231
 1346019    94206    53148   93.46%           27      17665
 1679061    81316    47291   95.38%           28      17065
 1456481    68394    31414   95.51%           28      12838
 1698350    98552    68562   94.52%           28      13276
 1634308    97148    77102   94.39%           28      13758
 1203124   129360    92010   90.29%           28      13435
 2111171    71766    64908   96.71%           28      13767
 2294858    65319    61222   97.23%           28      14052
 2260610    61149    60444   97.37%           28      14344
 2198295    60932    62755   97.30%           28      14646
 1652129   107123    93916   93.91%           28      14775
 2267778    68462    58391   97.07%           28      15085
 2698562    48719    54619   98.23%           28      15316
 2145874    70922    54035   96.80%           28      15617
  745102   135385    44081   84.62%           28      16236
  910779   100185    42712   90.09%           28      16651
 1084807    89122    65526   92.41%           28      17096
  121378    40177    39168   75.13%           28      13590

Script done on 2025-11-15 12:14:25+00:00 [COMMAND_EXIT_CODE="143"]
